266.50974 -299.3786 -176.52301 8.300143100824155e-05 -257.62906 316.472 134.72755 8.300145941717898e-05
-345.80573 -238.15193 -897.7086 0.0004210020535567112 335.7627 241.98854 25.966045 0.00042100209693142157
351.23407 207.91125 -236.05327 0.0005170013631742187 -365.87112 -217.57251 -12.184821 0.0005170015017318837
404.34137 -22.484045 -700.04346 0.0006860013804667046 -420.78302 20.346601 -725.79865 0.0006860013859867708
1.0094628 402.01535 875.26825 0.0006900016319609738 13.802635 -415.18613 302.63605 0.000690001696848942
-125.46593 -394.89725 -666.0337 0.000995002943283931 131.87898 403.32666 927.9297 0.0009950030646740894
38.336517 415.2085 918.0808 0.0010070024073368807 -51.581688 -407.02115 -281.11105 0.0010070024613255469
350.54462 206.08144 -545.1118 0.0012990017738041348 -348.39648 -248.15083 125.04842 0.001299001858447816
299.37238 -285.3232 472.55655 0.0013300024422146165 -300.08084 282.1563 -752.09906 0.0013300024847629425
82.780624 403.36868 -512.71674 0.0016950015082451912 76.6557 -408.49667 500.68826 0.0016950058587532802
410.20346 36.457943 250.22794 0.001718001401124666 -427.01486 -21.294209 459.13297 0.0017180014835994728
358.18237 -215.78099 958.99347 0.0019690013828856817 -361.84125 220.05981 850.01447 0.0019690014565367257
85.180084 409.76816 494.23868 0.0020820014335945288 -83.49769 -410.08475 700.4222 0.0020820014373892173
147.03906 -377.71603 -383.5519 0.0021360013517062212 -143.14229 402.08142 -316.47977 0.0021360014326808944
10.345796 414.0955 53.77274 0.0024660015990754032 -20.505371 -429.6036 -403.2228 0.0024660016031831725
-204.90825 -363.98624 -371.222 0.0026460016884509796 212.91507 356.65262 -964.46497 0.002646001745139804
254.26895 317.3183 -160.16064 0.002667001339630327 -263.5919 -313.36966 -72.62159 0.002667001391128679
-280.22095 298.24927 -381.19626 0.0029380016213658537 278.6726 -301.83575 171.52763 0.002938001677324537
-270.99026 311.1659 179.6112 0.003091001381420619 271.8116 -331.84732 208.41292 0.003091001425153196
408.5647 -35.95974 891.4765 0.0031030018209687927 -429.9085 51.108494 176.54065 0.0031030018660107915
136.82576 -391.58966 713.6296 0.0032150020231732765 -132.94612 404.65042 -174.621 0.0032150020563635772
145.07397 -384.47418 704.7804 0.003217001381296754 -162.02243 378.6475 573.22656 0.0032170013974529765
-126.36695 -384.80914 -900.6296 0.0032200013371261986 121.39429 392.86212 -827.3772 0.003220001396317315
79.09095 -398.76733 -558.2233 0.003489001343453354 -76.81948 401.82812 -553.6086 0.003489001377257068
-386.05817 -189.95253 858.6324 0.003542002981747347 381.5387 177.67358 -729.383 0.0035420030280990293
-219.477 -348.86295 894.52905 0.0037190021007341427 214.03978 353.73978 -89.43426 0.003719002183677082
409.72824 -57.63065 113.72852 0.003918001357211454 -409.0911 59.352234 190.04987 0.003918001413529922
-201.50381 356.31924 -847.517 0.0043400014459792835 217.0602 -352.5526 -554.8117 0.00434000146840807
-400.01895 30.451506 -492.94058 0.004408001498464791 421.65002 -51.871105 -923.43616 0.004408001607880926
193.89651 356.29807 227.07335 0.004494001409846238 -193.79318 -367.69983 1.5889577 0.004494001430975357
353.7203 197.75934 -88.99644 0.004657001516822418 -369.66605 -203.07343 333.3589 0.004657001580727078
-130.04951 -379.4123 -504.6072 0.004783001311153243 136.66522 396.12717 -544.43933 0.004783001421507914
-120.54782 396.57388 -429.05096 0.0050860022226737025 114.79142 -388.44803 642.85535 0.00508600227812719
127.25402 -389.0449 -624.8173 0.005099001399672172 -122.21492 384.79745 -858.7411 0.00509900142242006
392.52127 109.92116 -702.8483 0.005160001465762223 -397.0543 -125.10282 -346.237 0.00516000152859097
-142.38202 382.2356 -220.08167 0.005304001499487104 158.45035 -392.57278 168.72849 0.005304001561318332
112.58907 -393.20398 -799.7913 0.00582800217365369 -109.75393 399.77072 225.32716 0.005828002212572298
-276.17743 291.9136 967.1288 0.005874001464641396 277.98883 -297.41037 567.216 0.005874001545454838
